task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
538	a0/6cf482	6583145	preseq (Sample_104)	COMPLETED	0	2023-02-15 19:15:50.413	38m 16s	38m 2s	102.5%	19.8 MB	1.7 GB	10.2 GB	476.3 KB
385	a6/c44015	6583027	star (Sample_26)	COMPLETED	0	2023-02-15 15:18:28.778	4h 40m 57s	1h 22m 17s	675.9%	35.6 GB	37.6 GB	209.1 GB	79.2 GB
530	e4/55fa2d	6583133	RSeQC (Sample_115)	COMPLETED	0	2023-02-15 18:42:50.253	1h 24m 1s	1h 12m 28s	99.5%	10.6 GB	12.2 GB	61.1 GB	124.7 MB
363	b6/be6d59	6583005	star (Sample_16)	COMPLETED	0	2023-02-15 14:55:32.684	5h 15m 54s	2h 17m 14s	759.7%	35.7 GB	37.8 GB	237.3 GB	99.7 GB
570	90/932c16	6583210	stringtie (Sample_111)	COMPLETED	0	2023-02-15 19:54:06.513	18m 55s	18m 30s	98.3%	899.2 MB	1.2 GB	12.4 GB	553.2 MB
531	0f/b13cd3	6583135	markDuplicates (Sample_115)	COMPLETED	0	2023-02-15 18:54:00.197	1h 22m 31s	54m 41s	125.0%	26.2 GB	38.3 GB	28.3 GB	9.8 GB
348	44/7721eb	6582942	star (Sample_138)	COMPLETED	0	2023-02-15 14:44:52.225	5h 33m 9s	2h 37m 57s	700.7%	35.5 GB	37.6 GB	159.8 GB	55.1 GB
369	ee/bbe2dc	6583008	star (Sample_11)	COMPLETED	0	2023-02-15 14:59:31.589	5h 19m 40s	2h 19m 26s	729.3%	35.6 GB	37.7 GB	348.4 GB	141.1 GB
522	10/305f83	6583125	genebody_coverage (Sample_112)	COMPLETED	0	2023-02-15 18:13:35.054	2h 6m 42s	2h 5m 52s	70.5%	887.6 MB	4.6 GB	727.2 GB	403.8 MB
395	84/801099	6583036	star (Sample_30)	COMPLETED	0	2023-02-15 15:33:37.468	4h 50m 14s	1h 24m 4s	601.5%	35.7 GB	37.8 GB	211 GB	72 GB
557	8e/feb7b5	6583168	preseq (Sample_100)	COMPLETED	0	2023-02-15 19:28:36.278	55m 50s	54m 38s	103.4%	19.5 MB	1.7 GB	12.3 GB	477.7 KB
393	eb/af02aa	6583034	star (Sample_25)	COMPLETED	0	2023-02-15 15:31:40.096	4h 53m 26s	1h 30m 48s	696.7%	35.6 GB	37.8 GB	189.4 GB	73.8 GB
568	4a/1c05af	6583207	preseq (Sample_111)	COMPLETED	0	2023-02-15 19:44:26.334	45m 10s	44m 22s	103.3%	20.1 MB	1.7 GB	11.1 GB	450.1 KB
376	e2/8fa12d	6583014	star (Sample_131)	COMPLETED	0	2023-02-15 15:06:44.041	5h 29m 22s	2h 23m 6s	697.7%	36 GB	38.3 GB	345.7 GB	135.4 GB
401	36/49d259	6583039	star (Sample_20)	COMPLETED	0	2023-02-15 15:38:30.347	5h 1m 41s	1h 34m 15s	645.9%	35.5 GB	37.4 GB	278.5 GB	112.5 GB
353	8b/dddcb3	6582944	star (Sample_119)	COMPLETED	0	2023-02-15 14:47:26.159	5h 53m 55s	2h 54m 36s	781.6%	35.9 GB	38.2 GB	308.9 GB	123.5 GB
357	75/370203	6582948	star (Sample_129)	COMPLETED	0	2023-02-15 14:49:30.035	5h 53m 31s	2h 55m	785.2%	35.9 GB	38.3 GB	304 GB	105.9 GB
537	88/132d78	6583140	RSeQC (Sample_104)	COMPLETED	0	2023-02-15 19:02:40.238	1h 41m 11s	1h 27m 35s	101.2%	13 GB	14.7 GB	61.8 GB	136.8 MB
525	96/aea01b	6583134	preseq (Sample_115)	COMPLETED	0	2023-02-15 18:51:30.170	1h 56m 22s	1h 55m 18s	103.2%	19.5 MB	1.7 GB	10.1 GB	474.7 KB
397	f8/b49b14	6583037	star (Sample_28)	COMPLETED	0	2023-02-15 15:36:09.053	5h 16m 47s	1h 52m 42s	724.2%	35.6 GB	37.7 GB	220.4 GB	88.4 GB
529	12/da9702	6583136	genebody_coverage (Sample_115)	COMPLETED	0	2023-02-15 18:54:10.269	2h 11s	1h 39m 31s	63.9%	903.6 MB	5 GB	731.6 GB	413.6 MB
388	b0/f805b0	6583031	star (Sample_27)	COMPLETED	0	2023-02-15 15:26:07.778	5h 34m 14s	2h 17m 7s	752.4%	35.6 GB	37.6 GB	206.9 GB	84.2 GB
558	be/1c0cbd	6583169	stringtie (Sample_100)	COMPLETED	0	2023-02-15 19:28:56.685	1h 31m 35s	1h 29m 10s	103.1%	906.1 MB	1.2 GB	13.5 GB	567.4 MB
424	1b/a45729	6583057	star (Sample_37)	COMPLETED	0	2023-02-15 16:05:50.817	4h 57m 11s	1h 26m 40s	650.3%	35.6 GB	37.7 GB	196.4 GB	78.9 GB
411	58/e9c73a	6583047	star (Sample_40)	COMPLETED	0	2023-02-15 15:53:55.716	5h 12m 31s	1h 39m 20s	683.5%	35.5 GB	37.6 GB	200.9 GB	84.6 GB
387	55/d8f726	6583028	star (Sample_38)	COMPLETED	0	2023-02-15 15:21:13.475	5h 46m 23s	2h 25m 3s	723.9%	35.6 GB	37.7 GB	256.8 GB	108.6 GB
414	d3/563385	6583049	star (Sample_35)	COMPLETED	0	2023-02-15 15:56:53.053	5h 10m 54s	1h 38m 27s	672.1%	35.6 GB	37.6 GB	221.9 GB	95.1 GB
541	f5/7f87ee	6583144	markDuplicates (Sample_104)	COMPLETED	0	2023-02-15 19:14:10.331	1h 54m 11s	51m 17s	126.0%	28.8 GB	38.5 GB	28.4 GB	10.2 GB
412	2c/eb1e4a	6583048	star (Sample_55)	COMPLETED	0	2023-02-15 15:55:45.215	5h 13m 7s	1h 41m 30s	708.6%	35.5 GB	37.5 GB	238.8 GB	84.9 GB
417	1e/3633f1	6583051	star (Sample_42)	COMPLETED	0	2023-02-15 15:58:28.505	5h 13m 15s	1h 41m 41s	645.6%	35.5 GB	37.6 GB	277.2 GB	110.2 GB
341	e2/67bf07	6582928	star (Sample_130)	COMPLETED	0	2023-02-15 14:28:57.796	6h 43m 56s	3h 45m 14s	768.9%	35.7 GB	37.9 GB	189 GB	65.5 GB
406	eb/264fb8	6583044	star (Sample_34)	COMPLETED	0	2023-02-15 15:50:35.200	5h 22m 58s	1h 53m 28s	676.6%	35.8 GB	38 GB	249.3 GB	100.3 GB
408	2b/5f6282	6583046	star (Sample_50)	COMPLETED	0	2023-02-15 15:52:52.572	5h 20m 51s	1h 49m 50s	648.0%	35.5 GB	37.5 GB	273.9 GB	119.2 GB
402	dc/761a50	6583041	star (Sample_31)	COMPLETED	0	2023-02-15 15:45:20.283	5h 36m 23s	2h 11m 38s	702.7%	35.5 GB	37.4 GB	292.1 GB	124.8 GB
463	71/805ea4	6583090	star (Sample_39)	COMPLETED	0	2023-02-15 17:20:23.963	4h 4m 30s	1h 4m 51s	641.8%	35.6 GB	37.6 GB	190.4 GB	72.6 GB
554	2c/75ccbd	6583172	RNASeQC (Sample_100)	COMPLETED	0	2023-02-15 19:31:11.368	1h 57m 7s	26m 35s	101.1%	1.1 GB	2.8 GB	13.6 GB	147.2 MB
615	f9/c493a9	6583236	stringtie (Sample_10)	COMPLETED	0	2023-02-15 21:07:36.694	21m 12s	21m 1s	98.7%	799 MB	1.1 GB	13.8 GB	556.3 MB
435	66/5dada9	6583064	star (Sample_62)	COMPLETED	0	2023-02-15 16:20:12.320	5h 12m 22s	1h 43m 55s	712.6%	35.7 GB	37.9 GB	231.6 GB	84.3 GB
405	44/6cef95	6583043	star (Sample_45)	COMPLETED	0	2023-02-15 15:46:49.153	5h 46m 5s	2h 15m 53s	722.9%	35.6 GB	37.7 GB	265.2 GB	110.4 GB
422	bb/3589cb	6583054	star (Sample_46)	COMPLETED	0	2023-02-15 16:02:31.228	5h 32m 43s	1h 59m 15s	685.5%	35.8 GB	38 GB	287.4 GB	115.9 GB
626	6d/b67793	6583243	stringtie (Sample_108)	COMPLETED	0	2023-02-15 21:13:43.764	23m 10s	23m	104.1%	879.1 MB	1.1 GB	12.8 GB	563.8 MB
465	6f/17b124	6583091	star (Sample_51)	COMPLETED	0	2023-02-15 17:21:22.213	4h 20m 32s	1h 17m 48s	602.7%	35.4 GB	37.3 GB	263.2 GB	107.9 GB
421	4d/efb2f5	6583053	star (Sample_3)	COMPLETED	0	2023-02-15 16:01:00.877	5h 46m 58s	2h 16m 33s	714.9%	35.9 GB	38.2 GB	309 GB	123.8 GB
539	45/b0c585	6583143	genebody_coverage (Sample_104)	COMPLETED	0	2023-02-15 19:09:25.628	2h 40m 23s	1h 42m 16s	71.3%	894.5 MB	4.5 GB	740.8 GB	415.4 MB
566	0c/737828	6583211	RNASeQC (Sample_111)	COMPLETED	0	2023-02-15 19:59:26.422	1h 52m 52s	23m 9s	101.5%	1 GB	2.8 GB	12.5 GB	147.1 MB
629	9a/1e41b2	6583251	stringtie (Sample_123)	COMPLETED	0	2023-02-15 21:36:54.156	15m 25s	14m 45s	104.3%	708.3 MB	980.8 MB	7.2 GB	555.5 MB
427	84/09fc0e	6583060	star (Sample_36)	COMPLETED	0	2023-02-15 16:11:40.890	5h 43m 58s	2h 13m 42s	725.3%	35.5 GB	37.5 GB	311.7 GB	125.2 GB
476	c4/201afd	6583100	star (Sample_57)	COMPLETED	0	2023-02-15 17:33:12.585	4h 23m 11s	1h 19m 42s	551.2%	35.6 GB	37.6 GB	222 GB	85.9 GB
521	b9/033f01	6583124	RSeQC (Sample_112)	COMPLETED	0	2023-02-15 18:12:30.394	3h 44m 43s	3h 44m 2s	101.5%	9.3 GB	12.8 GB	51.3 GB	124.2 MB
418	93/eb3917	6583052	star (Sample_43)	COMPLETED	0	2023-02-15 16:00:08.770	6h 15s	2h 30m 36s	768.8%	35.6 GB	37.6 GB	303.8 GB	127 GB
398	a8/b9f9e0	6583038	star (Sample_24)	COMPLETED	0	2023-02-15 15:36:32.553	6h 25m 21s	2h 59m 16s	774.9%	35.8 GB	38 GB	285.2 GB	129.4 GB
620	6b/ed98bc	6583247	preseq (Sample_108)	COMPLETED	0	2023-02-15 21:28:48.964	36m 20s	35m 43s	101.2%	19.6 MB	1.7 GB	11.5 GB	477.3 KB
428	b6/f96d1a	6583061	star (Sample_60)	COMPLETED	0	2023-02-15 16:12:32.144	5h 55m 7s	2h 22m 50s	716.4%	35.5 GB	37.4 GB	311 GB	147 GB
452	40/40252a	6583081	star (Sample_65)	COMPLETED	0	2023-02-15 17:03:30.661	5h 6m 38s	1h 58m 6s	599.9%	35.4 GB	37.3 GB	294 GB	132.8 GB
567	09/0ace8f	6583206	RSeQC (Sample_111)	COMPLETED	0	2023-02-15 19:43:51.439	2h 26m 28s	1h 15m 47s	99.5%	8.1 GB	9.6 GB	67.5 GB	134.7 MB
390	8a/6ac84d	6583033	star (Sample_21)	COMPLETED	0	2023-02-15 15:29:19.832	6h 44m 19s	3h 21m 41s	738.8%	35.6 GB	37.6 GB	375.7 GB	171 GB
553	5a/d683bc	6583170	RSeQC (Sample_100)	COMPLETED	0	2023-02-15 19:29:36.284	2h 46m 18s	1h 31m 36s	100.1%	11.4 GB	13.1 GB	74.3 GB	131.6 MB
556	8f/8de59d	6583171	markDuplicates (Sample_100)	COMPLETED	0	2023-02-15 19:30:26.268	2h 49m 33s	1h 11m 23s	121.7%	26.1 GB	38.5 GB	34.2 GB	11.9 GB
631	9c/7adc77	6583255	preseq (Sample_123)	COMPLETED	0	2023-02-15 21:52:18.993	28m 56s	28m 12s	103.8%	16.1 MB	1.7 GB	5.9 GB	440.2 KB
488	4f/948497	6583107	star (Sample_53)	COMPLETED	0	2023-02-15 17:46:19.731	4h 36m 40s	1h 19m 7s	634.0%	35.6 GB	37.7 GB	238.5 GB	90.3 GB
616	3f/593fdf	6583239	RNASeQC (Sample_10)	COMPLETED	0	2023-02-15 21:08:53.030	1h 15m 46s	31m 52s	100.2%	1 GB	2.8 GB	13.8 GB	147.1 MB
484	d9/d473df	6583105	star (Sample_32)	COMPLETED	0	2023-02-15 17:41:49.358	4h 50m 30s	1h 39m 5s	711.8%	35.5 GB	37.4 GB	253.1 GB	101.8 GB
468	fd/3215c6	6583092	star (Sample_41)	COMPLETED	0	2023-02-15 17:22:22.060	5h 10m 47s	2h 7m 15s	733.6%	35.6 GB	37.7 GB	276.4 GB	97.9 GB
559	e0/a03721	6583167	genebody_coverage (Sample_100)	COMPLETED	0	2023-02-15 19:28:16.289	3h 14m 43s	2h 21m 32s	64.3%	923.9 MB	2.7 GB	731.2 GB	414.4 MB
646	1c/ec8992	6583265	stringtie (Sample_102)	COMPLETED	0	2023-02-15 22:10:19.160	34m 5s	22m 41s	102.4%	950.6 MB	1.2 GB	11.1 GB	564.9 MB
642	dd/245da6	6583260	preseq (Sample_102)	COMPLETED	0	2023-02-15 22:00:24.612	45m	39m 18s	102.0%	37.6 MB	1.7 GB	9.8 GB	475.9 KB
480	eb/e6adcf	6583102	star (Sample_48)	COMPLETED	0	2023-02-15 17:39:07.735	5h 6m 22s	2h 3m 21s	656.9%	35.5 GB	37.4 GB	328.6 GB	149.5 GB
622	4f/e53135	6583242	RNASeQC (Sample_108)	COMPLETED	0	2023-02-15 21:13:33.773	1h 36m 16s	24m 50s	99.5%	1 GB	2.8 GB	12.9 GB	147.1 MB
498	16/ab7cdb	6583112	star (Sample_68)	COMPLETED	0	2023-02-15 17:48:25.417	5h 2m 4s	1h 38m 25s	603.1%	35.4 GB	37.3 GB	306.1 GB	141.2 GB
490	02/c1b5e9	6583108	star (Sample_22)	COMPLETED	0	2023-02-15 17:46:29.450	5h 5m 30s	1h 44m 59s	766.9%	35.8 GB	38 GB	263.2 GB	97.8 GB
572	15/deae0c	6583208	genebody_coverage (Sample_111)	COMPLETED	0	2023-02-15 19:44:51.362	3h 9m 48s	1h 4m 15s	70.0%	892.3 MB	2.4 GB	730.6 GB	406.9 MB
496	c7/7adb76	6583111	star (Sample_67)	COMPLETED	0	2023-02-15 17:48:15.498	5h 11m 34s	1h 51m 27s	770.3%	35.6 GB	37.6 GB	248.6 GB	96.7 GB
656	e0/5467fa	6583271	stringtie (Sample_127)	COMPLETED	0	2023-02-15 22:24:39.434	36m 50s	15m 10s	104.8%	886.7 MB	1.1 GB	8.7 GB	556.7 MB
513	01/fd9dea	6583120	star (Sample_77)	COMPLETED	0	2023-02-15 18:03:20.052	4h 59m 9s	1h 28m 10s	602.9%	35.5 GB	37.4 GB	240.7 GB	104.9 GB
632	95/38fb8d	6583252	RNASeQC (Sample_123)	COMPLETED	0	2023-02-15 21:41:54.084	1h 22m 15s	13m 50s	100.2%	1 GB	2.8 GB	7.2 GB	147.1 MB
486	ed/beba75	6583106	star (Sample_63)	COMPLETED	0	2023-02-15 17:42:34.452	5h 22m 25s	2h 4m 14s	756.4%	35.5 GB	37.4 GB	276 GB	103.1 GB
482	0d/484d62	6583103	star (Sample_52)	COMPLETED	0	2023-02-15 17:39:32.789	5h 25m 32s	2h 21m 30s	677.6%	35.5 GB	37.5 GB	296.7 GB	119.8 GB
651	2e/9a750b	6583268	preseq (Sample_127)	COMPLETED	0	2023-02-15 22:19:59.047	48m	23m	102.0%	18.9 MB	1.7 GB	7.5 GB	446.5 KB
569	11/976676	6583209	markDuplicates (Sample_111)	COMPLETED	0	2023-02-15 19:48:51.468	3h 25m 58s	53m 45s	134.6%	32.6 GB	38.3 GB	28.8 GB	8.8 GB
515	c5/537cd6	6583121	star (Sample_84)	COMPLETED	0	2023-02-15 18:03:50.397	5h 15m 44s	1h 43m 9s	710.5%	35.7 GB	37.9 GB	239.7 GB	93 GB
614	4f/2e1e9a	6583234	genebody_coverage (Sample_10)	COMPLETED	0	2023-02-15 21:03:02.261	2h 19m 32s	1h 11m 59s	74.2%	886.5 MB	4.6 GB	738.7 GB	407.6 MB
660	56/0c19c1	6583280	stringtie (Sample_128)	COMPLETED	0	2023-02-15 22:52:00.088	32m 14s	15m 52s	99.0%	742.9 MB	953.4 MB	8.2 GB	560.8 MB
663	98/c7334f	6583276	preseq (Sample_128)	COMPLETED	0	2023-02-15 22:45:24.971	45m 59s	29m 31s	103.5%	17 MB	1.7 GB	6.9 GB	470.9 KB
494	f4/9fa3e0	6583110	star (Sample_54)	COMPLETED	0	2023-02-15 17:47:15.853	5h 45m 28s	2h 23m 42s	667.6%	35.4 GB	37.4 GB	399.1 GB	194.1 GB
644	61/783b40	6583262	RNASeQC (Sample_102)	COMPLETED	0	2023-02-15 22:05:09.063	1h 27m 45s	28m 25s	102.3%	1.1 GB	2.8 GB	11.1 GB	147.2 MB
506	73/cc3590	6583117	star (Sample_73)	COMPLETED	0	2023-02-15 17:55:18.028	5h 43m 51s	2h 17m 41s	760.1%	35.6 GB	37.7 GB	262.6 GB	107.4 GB
611	4e/cda5a3	6583238	preseq (Sample_10)	COMPLETED	0	2023-02-15 21:08:21.719	2h 31m 42s	2h 31m 17s	104.0%	63.1 MB	1.7 GB	12.5 GB	459.1 KB
517	82/3a11f3	6583122	star (Sample_59)	COMPLETED	0	2023-02-15 18:06:05.443	5h 40m 9s	2h 4m 9s	688.0%	35.5 GB	37.4 GB	309.5 GB	145.5 GB
650	b2/dfc9ba	6583274	RNASeQC (Sample_127)	COMPLETED	0	2023-02-15 22:42:59.565	1h 9m 29s	19m 30s	101.9%	1 GB	2.8 GB	8.8 GB	147.1 MB
574	2d/28bca8	6583213	star (Sample_80)	COMPLETED	0	2023-02-15 20:11:26.448	3h 44m 13s	1h 21m 59s	678.5%	35.5 GB	37.5 GB	170.4 GB	54.1 GB
493	93/6d4af1	6583109	star (Sample_64)	COMPLETED	0	2023-02-15 17:46:35.977	6h 12m 23s	2h 51m 34s	782.2%	35.6 GB	37.7 GB	297.2 GB	128.3 GB
625	26/ff242e	6583241	genebody_coverage (Sample_108)	COMPLETED	0	2023-02-15 21:12:53.837	2h 48m 25s	1h 44m 29s	77.4%	894.7 MB	4.6 GB	739.8 GB	412.7 MB
669	b6/4ade4d	6583284	stringtie (Sample_103)	COMPLETED	0	2023-02-15 23:02:29.529	1h 24s	31m 43s	103.9%	999.4 MB	1.3 GB	13.1 GB	560.9 MB
577	bb/54cb7a	6583215	star (Sample_29)	COMPLETED	0	2023-02-15 20:16:31.553	3h 49m 28s	1h 14m 45s	661.2%	35.6 GB	37.7 GB	190.6 GB	66.5 GB
547	04/34d42d	6583148	star (Sample_69)	COMPLETED	0	2023-02-15 19:21:00.584	4h 48m 13s	2h 6m 45s	705.1%	35.7 GB	37.8 GB	361.3 GB	133.2 GB
661	2e/4ae0f9	6583282	RNASeQC (Sample_128)	COMPLETED	0	2023-02-15 22:59:49.544	1h 10m 15s	16m 18s	94.6%	1 GB	2.8 GB	8.3 GB	147.1 MB
505	b5/314c75	6583116	star (Sample_66)	COMPLETED	0	2023-02-15 17:54:34.427	6h 16m 20s	2h 56m 41s	795.7%	35.8 GB	38.1 GB	319.5 GB	127.8 GB
666	b5/0e86d1	6583283	preseq (Sample_103)	COMPLETED	0	2023-02-15 23:01:29.870	1h 9m 39s	45m 53s	102.8%	21.2 MB	1.7 GB	11.8 GB	459.4 KB
630	a1/c7e375	6583250	genebody_coverage (Sample_123)	COMPLETED	0	2023-02-15 21:35:13.873	2h 38m 35s	1h 18m 55s	80.9%	890.5 MB	2.4 GB	729 GB	414.1 MB
621	83/2ef094	6583244	RSeQC (Sample_108)	COMPLETED	0	2023-02-15 21:21:43.809	2h 57m 30s	1h 35m 36s	100.8%	10.9 GB	12.6 GB	69.9 GB	131.4 MB
565	fe/a3b03a	6583205	star (Sample_76)	COMPLETED	0	2023-02-15 19:41:36.347	4h 39m 28s	1h 47m 42s	648.2%	35.5 GB	37.4 GB	256.8 GB	103.1 GB
628	c2/7892b5	6583253	RSeQC (Sample_123)	COMPLETED	0	2023-02-15 21:47:58.929	2h 34m 45s	59m 25s	100.6%	8.2 GB	9.8 GB	36.2 GB	119.2 MB
612	de/2c5587	6583235	markDuplicates (Sample_10)	COMPLETED	0	2023-02-15 21:06:26.944	3h 17m 42s	1h 9m 50s	114.6%	27.1 GB	38.5 GB	34.6 GB	12 GB
347	13/8a492b	6582941	star (Sample_121)	COMPLETED	0	2023-02-15 14:41:59.974	9h 44m 5s	6h 45m 29s	847.9%	35.7 GB	37.8 GB	235.6 GB	92.4 GB
551	38/a512c0	6583150	star (Sample_79)	COMPLETED	0	2023-02-15 19:25:56.302	5h 38s	2h 15m 35s	732.9%	35.7 GB	37.9 GB	235.4 GB	87.5 GB
665	2f/3af794	6583288	RNASeQC (Sample_103)	COMPLETED	0	2023-02-15 23:07:59.626	1h 26m 25s	24m 26s	97.2%	1.1 GB	2.8 GB	13.1 GB	147.1 MB
545	f6/2f7f97	6583147	star (Sample_85)	COMPLETED	0	2023-02-15 19:19:50.542	5h 15m 44s	2h 34m 10s	774.5%	35.6 GB	37.7 GB	258 GB	109.1 GB
582	db/fdef17	6583217	star (Sample_96)	COMPLETED	0	2023-02-15 20:19:11.512	4h 18m 33s	1h 36m 48s	715.4%	35.6 GB	37.7 GB	223.4 GB	81.4 GB
433	5c/e1f6b1	6583063	star (Sample_47)	COMPLETED	0	2023-02-15 16:17:34.735	8h 20m 30s	4h 52m 28s	858.2%	35.7 GB	37.8 GB	317.6 GB	147.5 GB
583	d9/22559d	6583218	star (Sample_95)	COMPLETED	0	2023-02-15 20:20:16.774	4h 19m 33s	1h 36m 48s	608.6%	35.6 GB	37.7 GB	262.1 GB	102.4 GB
627	da/ccb0cc	6583248	dupradar (Sample_109)	COMPLETED	0	2023-02-15 21:32:34.596	3h 13m 15s	10m 13s	343.3%	1.5 GB	4.1 GB	68.6 GB	28.2 GB
674	91/df62c7	6583293	RNASeQC (Sample_134)	COMPLETED	0	2023-02-15 23:31:24.008	1h 20m 50s	17m 35s	94.5%	1 GB	2.8 GB	10.3 GB	147.1 MB
640	e8/1e5782	6583259	dupradar (Sample_110)	COMPLETED	0	2023-02-15 21:57:14.404	2h 56m 15s	6m 50s	365.3%	1.5 GB	4.1 GB	49.7 GB	16.4 GB
590	b2/7fa47b	6583221	star (Sample_83)	COMPLETED	0	2023-02-15 20:25:06.979	4h 29m 2s	1h 34m 29s	633.0%	35.7 GB	37.9 GB	254.7 GB	91.6 GB
639	19/caf2d9	6583258	dupradar (Sample_113)	COMPLETED	0	2023-02-15 21:56:24.076	2h 59m 30s	15m	243.5%	1.7 GB	3.9 GB	114.5 GB	59.4 GB
591	c2/279a73	6583222	star (Sample_88)	COMPLETED	0	2023-02-15 20:29:36.975	4h 29m 17s	1h 25m 17s	651.5%	35.7 GB	37.8 GB	231.8 GB	80.7 GB
549	c1/1c7007	6583149	star (Sample_75)	COMPLETED	0	2023-02-15 19:23:36.256	5h 36m 3s	2h 51m 59s	751.7%	35.7 GB	37.8 GB	282.4 GB	126.2 GB
579	2a/2f215b	6583216	star (Sample_92)	COMPLETED	0	2023-02-15 20:18:04.619	4h 48m 30s	2h 14m 30s	668.5%	35.5 GB	37.5 GB	287 GB	122 GB
543	ff/d6847c	6583146	star (Sample_78)	COMPLETED	0	2023-02-15 19:16:05.477	5h 50m 44s	3h 8m 57s	760.0%	35.7 GB	37.9 GB	295.4 GB	128.4 GB
657	5c/a0a815	6583275	dupradar (Sample_105)	COMPLETED	0	2023-02-15 22:44:24.516	2h 24m 35s	14m 6s	248.1%	1.6 GB	3.9 GB	108.1 GB	54.6 GB
585	c9/4d0e5a	6583219	star (Sample_82)	COMPLETED	0	2023-02-15 20:23:51.815	4h 46m 8s	2h 4m 51s	686.9%	35.7 GB	37.8 GB	216.4 GB	78 GB
681	2f/ab6b0b	6583298	preseq (Sample_107)	COMPLETED	0	2023-02-15 23:46:14.150	1h 25m 10s	59m 36s	102.6%	21.1 MB	1.7 GB	13.6 GB	481.7 KB
503	3b/7d0dc2	6583115	star (Sample_71)	COMPLETED	0	2023-02-15 17:53:32.349	7h 19m 32s	3h 58m 50s	749.1%	35.6 GB	37.6 GB	360.6 GB	172.4 GB
673	bf/8ad79a	6583290	preseq (Sample_134)	COMPLETED	0	2023-02-15 23:19:34.373	1h 54m 10s	1h 32m 32s	101.7%	23.9 MB	1.7 GB	9 GB	451.5 KB
441	ce/f4ebf7	6583071	featureCounts (Sample_109)	COMPLETED	0	2023-02-15 16:37:48.156	8h 37m 26s	8m 34s	203.2%	982.9 MB	1.8 GB	39.9 GB	15.9 GB
677	a6/440d90	6583291	stringtie (Sample_134)	COMPLETED	0	2023-02-15 23:22:33.958	1h 55m 6s	1h 14m	100.6%	994 MB	1.2 GB	10.3 GB	554 MB
652	df/cf5a46	6583272	RSeQC (Sample_127)	COMPLETED	0	2023-02-15 22:32:19.412	2h 45m 50s	55m 2s	100.4%	8.2 GB	9.8 GB	45.4 GB	123 MB
535	b9/949447	6583138	star (Sample_61)	COMPLETED	0	2023-02-15 18:59:25.218	6h 19m 19s	3h 22m 58s	753.0%	35.6 GB	37.6 GB	297.5 GB	133 GB
641	28/859d67	6583261	RSeQC (Sample_102)	COMPLETED	0	2023-02-15 22:01:53.961	3h 17m 6s	1h 16m 55s	100.2%	12 GB	13.7 GB	59.4 GB	130.9 MB
457	f4/25ca7c	6583085	featureCounts (Sample_110)	COMPLETED	0	2023-02-15 17:09:03.207	8h 12m 36s	5m 24s	265.4%	895.2 MB	1.5 GB	29.4 GB	9.6 GB
680	e3/db1388	6583297	RNASeQC (Sample_107)	COMPLETED	0	2023-02-15 23:40:04.050	1h 45m 6s	31m 39s	98.6%	1.3 GB	2.8 GB	14.9 GB	147.2 MB
445	9f/c1cbaf	6583079	featureCounts (Sample_113)	COMPLETED	0	2023-02-15 16:52:27.723	8h 33m 12s	15m 33s	184.9%	1.1 GB	1.8 GB	66.4 GB	33.7 GB
623	35/43ce6a	6583246	markDuplicates (Sample_108)	COMPLETED	0	2023-02-15 21:28:19.244	3h 57m 30s	1h 1m 20s	114.5%	27.7 GB	38.3 GB	31.9 GB	11.1 GB
520	4f/ab5192	6583128	featureCounts (Sample_112)	COMPLETED	0	2023-02-15 18:36:20.206	6h 51m 50s	6m 20s	264.3%	1 GB	1.7 GB	37 GB	13.2 GB
500	42/d4fdbf	6583113	star (Sample_74)	COMPLETED	0	2023-02-15 17:49:13.698	7h 39m 27s	4h 14m 36s	744.5%	35.5 GB	37.5 GB	231.7 GB	88.8 GB
508	fc/c8f0d9	6583118	star (Sample_72)	COMPLETED	0	2023-02-15 17:56:03.052	7h 33m 6s	4h 4m 1s	796.8%	35.7 GB	37.8 GB	300.8 GB	132.6 GB
473	77/d28377	6583096	featureCounts (Sample_105)	COMPLETED	0	2023-02-15 17:26:19.447	8h 2m 51s	10m 21s	207.6%	1.1 GB	1.8 GB	63.4 GB	31.4 GB
694	04/1ab73d	6583314	RNASeQC (Sample_133)	COMPLETED	0	2023-02-16 00:26:05.262	1h 7m 55s	23m 55s	93.8%	1 GB	2.8 GB	10.6 GB	147.2 MB
575	d7/987383	6583214	star (Sample_9)	COMPLETED	0	2023-02-15 20:13:01.936	5h 22m 58s	2h 49m 52s	826.3%	35.7 GB	37.8 GB	209.1 GB	88.9 GB
687	dc/344db0	6583307	RNASeQC (Sample_106)	COMPLETED	0	2023-02-16 00:10:54.164	1h 25m 6s	29m 11s	98.8%	1 GB	2.8 GB	11.8 GB	147.1 MB
664	ee/e0e493	6583277	RSeQC (Sample_128)	COMPLETED	0	2023-02-15 22:45:29.568	2h 52m 45s	41m 55s	97.6%	8.7 GB	10.3 GB	42.3 GB	129.4 MB
598	2f/6f4e25	6583225	star (Sample_93)	COMPLETED	0	2023-02-15 20:41:21.690	4h 57m 44s	1h 42m 14s	651.2%	35.5 GB	37.5 GB	217.8 GB	78.5 GB
